UserID,Age,Gender,Height_cm,Weight_kg,Chest_cm,Waist_cm,Hip_cm,ShoulderWidth_cm,ArmLength_cm,LegLength_cm,PostureScore,ActivityLevel,StylePreference,ColorPreference,FitScore,SatisfactionScore,RecommendedSize,RecommendedStyle
204,51,Other,162,85,118,105,101,59,75,80,0.9326396937999291,Low,Sporty,Black,0.5112980243704885,0.3622954325895683,M,Sporty
205,23,Female,171,112,81,91,136,57,65,108,0.39455112928137315,High,Casual,Blue,0.954401509831066,0.3186043712826544,XL,Casual
206,39,Other,170,112,122,64,99,51,74,103,0.7926925728493779,Medium,Formal,Black,0.4785837324327735,0.8947492209757981,XL,Formal
207,28,Other,171,52,80,97,129,48,64,95,0.27914413322230447,Low,Sporty,Black,0.6991062053996978,0.4967238260981782,XL,Sporty
208,33,Other,177,46,74,69,122,58,62,87,0.646365112123656,Low,Sporty,Blue,0.9217892331085261,0.6000144774806355,XXL,Sporty
209,50,Male,158,85,96,99,106,45,64,90,0.8733108732577283,High,Sporty,White,0.37337855953684007,0.180818479002395,XS,Sporty
210,26,Male,175,99,81,105,120,53,76,105,0.041644022339980324,High,Formal,White,0.9021222382453876,0.5409423600049269,XL,Formal
211,23,Female,158,60,86,83,95,36,53,109,0.8306357646860892,High,Sporty,White,0.9174562218910135,0.2746481928684883,L,Sporty
212,33,Female,164,106,75,94,113,37,65,91,0.5713330049719286,Medium,Formal,Green,0.9306625039671307,0.7306369212628775,L,Formal
213,46,Male,159,92,102,103,111,45,79,99,0.6074717539085692,Low,Traditional,White,0.2704461854714264,0.8325283487923821,M,Traditional
214,20,Female,173,74,74,107,105,40,61,99,0.5231580008059826,High,Sporty,Blue,0.4003555942699585,0.7148106921312776,S,Sporty
215,37,Male,191,56,126,119,104,48,79,77,0.8744751032836424,Medium,Traditional,Green,0.8703959082257019,0.7302441662702573,S,Traditional
216,53,Other,157,79,97,82,81,53,53,103,0.04343335723563746,High,Casual,White,0.35916182428041876,0.512474704119517,XS,Casual
217,36,Female,173,55,83,76,91,50,52,78,0.2610283915358481,Low,Sporty,Green,0.6002530329335051,0.7121180563341353,XXL,Sporty
218,43,Female,165,108,74,60,119,55,71,89,0.8757625388591553,High,Casual,Blue,0.11805450726005196,0.4226869355081603,XXL,Casual
219,20,Male,198,94,123,114,88,56,66,109,0.752345702531956,Low,Casual,White,0.056274988111240765,0.651489153529613,XL,Casual
220,36,Female,175,65,125,90,91,58,71,94,0.017645160178605845,Medium,Casual,Red,0.4119939894921726,0.2590392101205147,XS,Casual
221,37,Female,176,113,128,90,105,41,67,88,0.5170062832097087,Medium,Traditional,Blue,0.5789165325927175,0.06975701231201015,M,Traditional
222,49,Other,186,92,102,101,88,42,74,74,0.5295726807126748,High,Formal,Black,0.39269911335894137,0.4134732641219685,M,Formal
223,24,Female,153,64,119,116,89,53,67,80,0.4008821351279104,Low,Traditional,Black,0.577735770160842,0.46177815578049,S,Traditional
224,58,Other,199,111,117,114,111,54,72,84,0.2973933320619897,Low,Traditional,Blue,0.515084376171785,0.25640715818869,M,Traditional
225,50,Male,173,88,110,101,136,50,77,77,0.6817248504123421,Low,Casual,Black,0.6857072292860759,0.7277095184072376,XL,Casual
226,57,Female,168,77,88,112,113,56,66,88,0.20779046470475382,High,Sporty,Blue,0.6495324310653898,0.0735504789762792,L,Sporty
227,56,Other,185,117,91,115,127,41,61,92,0.7989485620717061,Low,Formal,Red,0.42424570320658006,0.22274832437918857,M,Formal
228,35,Male,188,105,74,93,99,43,72,96,0.8030371607674718,Low,Casual,Blue,0.42499524041986325,0.7485647184536268,XS,Casual
229,57,Female,159,53,128,68,118,47,70,109,0.4152614375728205,Low,Formal,White,0.140778340012232,0.4371242737400124,XL,Formal
230,18,Male,174,112,71,81,139,35,73,101,0.28354801090964765,Low,Traditional,White,0.5132385720964592,0.7052836240393124,M,Traditional
231,28,Female,167,79,99,72,81,42,53,95,0.2838781815907132,High,Formal,Green,0.5871791281356967,0.5674858777835963,XXL,Formal
232,45,Male,168,109,116,84,80,58,61,96,0.4822913239962101,High,Formal,Black,0.4764893973538262,0.9507127499973624,M,Formal
233,42,Male,185,52,108,107,130,56,75,88,0.7195792247493588,Low,Sporty,Black,0.325707335086999,0.597795832722833,XXL,Sporty
234,40,Other,159,89,73,77,139,38,72,98,0.35886869099385876,Low,Casual,Blue,0.7216485442517359,0.014868974345519703,XL,Casual
235,48,Male,182,91,102,110,115,37,71,108,0.6100433454577515,Medium,Formal,Black,0.07466164464522407,0.352877350504334,M,Formal
236,47,Female,199,84,82,71,103,37,70,102,0.38248446058259433,Medium,Formal,White,0.9144403697540473,0.1430606822047077,XXL,Formal
237,59,Female,154,98,89,99,133,56,69,88,0.3045231891513833,Low,Traditional,Red,0.020643439545793285,0.9246336775977032,L,Traditional
238,52,Other,196,90,123,76,106,47,64,106,0.02485951591579416,Low,Traditional,Blue,0.9623501334382779,0.10401245428508032,S,Traditional
239,24,Female,198,91,76,74,81,42,72,88,0.003914105735390638,Medium,Formal,Black,0.46235560093466244,0.3877066631310875,XL,Formal
240,33,Female,184,59,84,101,110,41,77,102,0.22720767783200446,Medium,Casual,White,0.4126699440035412,0.22609919362669217,XXL,Casual
241,43,Female,193,63,92,74,136,35,65,85,0.40640628680099544,Low,Formal,Green,0.2564440174631881,0.8467219903967333,XS,Formal
242,19,Male,183,70,83,74,93,50,54,92,0.8512611673620603,High,Formal,Black,0.010071134832283168,0.30856649758891697,M,Formal
243,18,Male,182,96,92,114,81,40,70,76,0.7984842429304254,High,Sporty,Red,0.27479026442179977,0.991893483142645,XXL,Sporty
244,29,Female,170,66,88,98,108,41,64,95,0.2671652625879899,Low,Casual,Red,0.10939992546033395,0.03861660561225089,XXL,Casual
245,22,Other,166,65,123,72,94,46,66,101,0.24454044298429933,Low,Sporty,Black,0.6598208426933947,0.12827677246256586,XXL,Sporty
246,54,Male,171,95,98,76,91,57,67,81,0.22732207107002744,Medium,Casual,Black,0.31907497232072624,0.22463877642910912,S,Casual
247,49,Other,197,82,125,91,116,43,54,77,0.339237340528867,Medium,Casual,White,0.7671793284036615,0.8111060402001594,XS,Casual
248,26,Female,186,64,89,68,107,45,62,74,0.4981987195616854,High,Casual,Black,0.20691618734611694,0.8785172090640158,XS,Casual
249,58,Female,164,73,98,99,99,44,68,97,0.4386677720315755,Low,Sporty,Green,0.9002348574321095,0.07145138060942235,L,Sporty
250,52,Male,184,95,93,79,118,55,79,74,0.21827319878149376,Medium,Sporty,White,0.5229815151058326,0.03246014176227641,S,Sporty
251,36,Female,177,48,87,85,103,35,62,95,0.13045140994361804,High,Sporty,Blue,0.11450619646898141,0.7445568571045793,XXL,Sporty
252,33,Male,156,99,79,86,100,52,67,74,0.012577812486195383,High,Traditional,Green,0.40084523565347896,0.13335200675361347,XL,Traditional
253,20,Female,181,115,110,80,89,38,63,91,0.15396323866650385,High,Sporty,White,0.20676052406976164,0.13299858707463919,S,Sporty
254,37,Female,160,72,126,77,125,39,79,84,0.7053563701941182,Medium,Traditional,White,0.1996854261681792,0.02236653449442927,S,Traditional
255,41,Male,159,48,77,72,93,43,53,82,0.24363856934558292,Medium,Traditional,Red,0.5063697376522089,0.04980787758342187,XS,Traditional
256,50,Male,158,66,95,75,116,51,53,97,0.4686018101215098,Low,Traditional,White,0.6718920156363726,0.26367545859548913,L,Traditional
257,41,Male,163,89,98,68,97,37,69,102,0.5913011489232447,Low,Formal,Green,0.9116182055034282,0.0650054894108063,L,Formal
258,28,Female,162,111,79,71,103,50,69,92,0.8868409028316071,High,Formal,Black,0.5021620107636534,0.36887909165927557,S,Formal
259,25,Female,174,110,86,103,93,39,68,102,0.8888550983934195,High,Formal,Green,0.9658387750583302,0.8327750312273491,S,Formal
260,53,Other,151,78,71,97,113,50,62,87,0.745733733681359,Medium,Traditional,Blue,0.9416348520733687,0.32632025732159264,M,Traditional
261,55,Male,184,99,75,78,137,37,61,99,0.03515699204850142,Medium,Traditional,White,0.8650625299843604,0.7278341625793716,XXL,Traditional
262,57,Female,156,45,127,119,91,54,56,95,0.5750704190854149,Low,Casual,White,0.49997726496241857,0.09390996483103009,XS,Casual
263,37,Female,170,116,74,66,101,49,74,85,0.7865834708315065,Low,Traditional,White,0.14090394368798353,0.6593751874194929,XXL,Traditional
264,52,Male,167,82,97,116,135,37,61,82,0.01728804476336321,Low,Formal,White,0.21790446981538492,0.316747183257435,XL,Formal
265,42,Other,152,50,110,94,85,54,70,108,0.5496846136565783,Medium,Traditional,Red,0.6476700027119756,0.7497528786970381,XL,Traditional
266,52,Male,191,69,74,107,115,48,53,102,0.8577641457860294,High,Traditional,Red,0.4217549802841961,0.13625201405638188,L,Traditional
267,42,Other,188,61,87,77,124,50,76,95,0.47410207584226693,Low,Casual,Black,0.1468016317539964,0.8978833777644819,XS,Casual
268,46,Female,190,105,95,75,115,51,51,70,0.004106202897448452,Low,Traditional,White,0.4789939336393104,0.2425772028979366,XXL,Traditional
269,35,Other,198,56,89,114,101,58,51,107,0.01101335833560746,Medium,Sporty,Blue,0.017430545502045924,0.35313779328117645,L,Sporty
270,35,Female,160,50,110,98,93,54,54,71,0.41663603741375055,Low,Casual,Black,0.7338953708995932,0.9501807108180417,XL,Casual
271,19,Male,188,71,118,63,95,57,72,75,0.15500866741675456,High,Traditional,White,0.07358129448969086,0.5784823597308589,S,Traditional
272,52,Male,173,52,96,118,115,52,59,107,0.6644506570932596,Medium,Traditional,Red,0.629113619912119,0.36577151896302196,XS,Traditional
273,33,Male,195,109,118,84,135,52,59,93,0.708799264906154,Low,Casual,Blue,0.7930103076255994,0.9496021470336317,XS,Casual
274,58,Other,168,101,81,91,104,56,58,87,0.1778797954606286,Low,Traditional,Black,0.13264387445396553,0.329077416890032,XXL,Traditional
275,53,Female,153,84,76,99,111,48,62,96,0.8885332885244849,Medium,Formal,Blue,0.5186386906660125,0.09487071267517977,M,Formal
276,50,Male,175,58,128,72,112,52,56,77,0.4419078449789259,Medium,Sporty,White,0.7790675143594696,0.9968488878594198,XXL,Sporty
277,21,Male,187,79,72,104,124,49,54,97,0.14284590759192373,Low,Sporty,Green,0.2606334547570014,0.26784492055891385,S,Sporty
278,50,Female,191,92,79,76,115,49,75,79,0.7642515980693955,High,Formal,Blue,0.1629165930016191,0.8512578486996074,S,Formal
279,31,Male,181,100,103,108,99,40,59,86,0.7899745000167728,Medium,Traditional,Blue,0.33681911096745687,0.16554079482308726,L,Traditional
280,38,Female,188,93,94,96,97,49,59,98,0.6392954726654575,High,Traditional,Red,0.5546991765833158,0.731353971777378,XS,Traditional
281,37,Female,194,57,104,65,117,52,55,75,0.8534655532025531,Low,Sporty,White,0.57527959485475,0.524449394472252,L,Sporty
282,25,Female,195,105,85,78,82,38,76,83,0.7373729720306713,High,Traditional,Blue,0.130876333457687,0.9809065582901296,S,Traditional
283,24,Female,185,93,71,72,102,57,77,91,0.8822057372269906,Low,Sporty,White,0.45756884767397166,0.5528303560923995,M,Sporty
284,20,Female,189,90,129,116,111,42,68,75,0.43388804848547946,Low,Sporty,Red,0.26828219553948784,0.025015151890854126,XS,Sporty
285,34,Other,186,106,93,119,124,49,70,95,0.7475971280994425,Low,Formal,White,0.8420242180649508,0.6038779896240879,S,Formal
286,50,Male,182,52,79,85,138,37,57,108,0.9997515634290444,Low,Sporty,Red,0.31357513206403076,0.14531645633662604,M,Sporty
287,29,Other,185,87,107,73,95,49,50,81,0.7249311975196192,High,Traditional,Red,0.8387045245338596,0.7985409152820871,XXL,Traditional
288,39,Male,152,64,91,90,138,47,77,104,0.11418378023713216,Low,Traditional,Black,0.4285646126017921,0.856568196489899,XL,Traditional
289,39,Other,158,83,95,113,84,43,66,83,0.518318722429183,Low,Casual,White,0.7265857658264533,0.4820935187947143,S,Casual
290,47,Female,157,93,112,63,83,36,56,91,0.5873477912430279,High,Traditional,Green,0.5100602285441437,0.7832214570522986,XL,Traditional
291,55,Male,182,108,124,119,100,58,63,92,0.17421067507139099,Medium,Casual,Black,0.6219626241309765,0.14511073548160514,L,Casual
292,55,Male,155,106,108,98,119,42,70,76,0.9628916341780376,High,Sporty,Red,0.3953565108613831,0.49207818653564606,XL,Sporty
293,25,Other,190,98,96,67,130,54,79,109,0.1755797776346163,High,Traditional,Green,0.7682067678074908,0.39394426469058463,S,Traditional
294,44,Other,188,53,98,84,93,51,70,94,0.17755791971322277,High,Formal,Blue,0.4251893835736583,0.6113173870530814,XL,Formal
295,44,Male,153,81,116,72,118,47,66,82,0.915167137974555,Low,Formal,Blue,0.4574616465858219,0.044477188803159984,XS,Formal
296,51,Other,162,93,107,91,110,35,58,90,0.46520543312167106,Low,Formal,Black,0.5176786682309572,0.7521228382486274,S,Formal
297,38,Other,198,85,89,118,93,36,66,79,0.0631882792745162,Low,Sporty,Green,0.8318241183859835,0.07912928947468367,M,Sporty
298,47,Other,151,61,96,97,85,49,54,78,0.5981874999385286,Medium,Sporty,White,0.6593789286014649,0.6564715175301649,XL,Sporty
299,50,Female,154,65,110,97,91,46,75,84,0.6018263486330478,Low,Casual,Green,0.34916038656574977,0.018457225539944222,XS,Casual
300,45,Female,193,95,123,115,95,48,74,71,0.0645007586865618,Medium,Formal,Black,0.6703196339815428,0.8318880637567295,L,Formal
301,50,Other,176,103,89,87,96,59,79,94,0.972522495633662,Low,Casual,White,0.6424265730085773,0.17469963022378132,L,Casual
302,22,Other,181,83,113,112,124,36,69,82,0.5440299652945756,High,Casual,White,0.9310192758797043,0.5154974759769905,XL,Casual
303,36,Female,170,99,88,89,102,52,78,103,0.5597957221797643,Low,Traditional,Blue,0.84141643602535,0.26149290372761935,L,Traditional
304,21,Female,157,85,89,62,93,56,57,103,0.5201154145023945,Medium,Traditional,Green,0.6474469237512481,0.7226472020610685,M,Traditional
305,52,Male,187,83,104,87,86,41,55,104,0.61073177964462,Medium,Formal,White,0.3415071106840436,0.32135110018972124,S,Formal
306,34,Male,157,57,116,62,125,57,60,107,0.26429975277375495,Low,Sporty,Black,0.7795764488612695,0.7246091935883172,XS,Sporty
307,45,Female,199,108,71,104,111,59,68,72,0.2872413479748408,High,Traditional,Blue,0.575208293062801,0.2848712068354765,XXL,Traditional
308,47,Other,152,55,99,113,94,40,53,75,0.5113390897961327,Low,Sporty,White,0.9852699881009016,0.75247309093576,XL,Sporty
309,46,Other,193,63,122,93,123,48,67,88,0.8066858547635796,Low,Casual,Green,0.24750612856980403,0.030605496336904237,L,Casual
310,23,Other,152,55,103,75,96,42,50,72,0.04986457649417886,Low,Casual,Blue,0.07965584093088696,0.28331133537384845,S,Casual
311,52,Other,171,90,91,81,120,56,62,87,0.603404212220246,High,Casual,Green,0.06989181188794769,0.49863350644027893,XXL,Casual
312,58,Male,155,89,72,91,133,36,63,108,0.806778142506314,Medium,Casual,Green,0.6400303883516804,0.04505958191972548,M,Casual
313,54,Female,151,45,75,97,126,51,73,78,0.15691727203722716,High,Formal,Green,0.9392602289115238,0.18603406137127865,L,Formal
314,41,Other,172,84,84,67,123,39,50,81,0.015022541980566295,Medium,Casual,Blue,0.001931914291505188,0.9345369816412032,L,Casual
315,46,Male,193,63,96,114,113,48,79,74,0.31271329514145807,Medium,Traditional,White,0.7257710469577774,0.9768342651801892,XS,Traditional
316,48,Other,151,116,79,67,84,59,78,72,0.5881437067295981,Medium,Casual,Red,0.6570651825329454,0.7397499473904856,M,Casual
317,52,Female,187,116,78,116,124,58,60,80,0.13828317340474772,High,Sporty,White,0.7323041922194659,0.25220005061691286,M,Sporty
318,50,Male,166,105,102,65,106,54,66,99,0.4261223709724855,Low,Traditional,Blue,0.35540540676233556,0.260517445435969,XL,Traditional
319,38,Female,184,56,101,73,131,55,53,73,0.5523214973742779,Low,Sporty,Red,0.8204964446578551,0.6457903577950729,XXL,Sporty
320,49,Female,183,105,117,91,102,55,75,74,0.5988830947573172,Low,Sporty,Red,0.04470693141886195,0.11759961659870177,XS,Sporty
321,40,Male,172,77,75,94,119,56,61,70,0.27441172100037514,Low,Formal,Red,0.7554311006220276,0.9483093804303666,XL,Formal
322,50,Male,179,89,110,69,138,37,59,96,0.4000296359862914,Low,Formal,Black,0.26707194134908774,0.22481289951018457,XS,Formal
323,20,Male,157,113,128,62,93,39,55,97,0.7783392290675587,High,Sporty,Blue,0.47683777485807155,0.9996356254254438,M,Sporty
324,35,Male,171,52,105,118,94,50,74,98,0.9412146941206855,High,Sporty,Black,0.8226362715572205,0.4957337953024604,XS,Sporty
325,42,Male,193,69,128,71,122,52,50,87,0.8618803311182572,High,Casual,Red,0.271359035191137,0.7714299889929364,XS,Casual
326,59,Male,185,90,129,108,112,51,56,81,0.5642835017334319,High,Traditional,Black,0.18520751164389349,0.0021840945055572325,XS,Traditional
327,48,Male,154,74,71,118,132,45,75,82,0.41029280294394654,High,Casual,Black,0.6813131853478842,0.8887464047516419,S,Casual
328,20,Other,162,91,98,90,110,51,76,71,0.3329566143714182,High,Formal,Blue,0.5333948915068045,0.27000204478058043,S,Formal
329,57,Female,178,93,73,88,114,50,70,106,0.12495656608401806,High,Formal,Green,0.5144038687461845,0.6679367445480653,XXL,Formal
330,41,Male,180,91,70,64,96,57,77,85,0.10655124721611298,Low,Casual,Black,0.25676951553791316,0.8063552807935896,XXL,Casual
331,49,Other,196,62,88,111,107,36,65,93,0.6883576249136577,Medium,Traditional,Black,0.03488030582002766,0.16414774055900205,M,Traditional
332,39,Other,165,110,95,84,98,38,73,104,0.2597944161711604,High,Sporty,Red,0.41026913833171685,0.44250948132922896,XS,Sporty
333,40,Other,191,112,94,100,125,55,63,91,0.2546616864324468,Medium,Casual,Red,0.10655948046776798,0.4938359406519234,M,Casual
334,19,Female,179,77,79,90,133,41,72,105,0.9981950544777857,High,Formal,Red,0.9059891506492022,0.31211946533920454,S,Formal
335,44,Male,165,80,122,80,102,36,69,80,0.1879259578737954,High,Traditional,White,0.04125032347173052,0.48175582972898146,XS,Traditional
336,59,Other,161,63,84,117,111,40,69,98,0.14805975948882966,Low,Formal,Black,0.4316508541843814,0.31754565765533804,XL,Formal
337,19,Female,166,72,128,79,119,51,55,104,0.09868522775992061,Medium,Traditional,Red,0.05224558370082788,0.36074774505520923,S,Traditional
338,43,Female,165,84,91,98,92,41,71,84,0.5798053451667962,Low,Traditional,Blue,0.09554387456476632,0.669331178702739,S,Traditional
339,34,Female,161,59,120,81,138,59,74,100,0.6278638260021014,Low,Traditional,White,0.658866666922022,0.6325932683049971,S,Traditional
340,57,Other,157,85,117,63,99,39,77,85,0.36522792625688194,Medium,Casual,Green,0.6471112609740945,0.23226572579752525,XS,Casual
341,50,Male,169,83,90,72,114,39,54,79,0.5354133355114677,Low,Casual,Black,0.03305219487943978,0.8974828847954246,XXL,Casual
342,26,Other,152,46,128,104,84,54,73,101,0.7883995309449126,High,Casual,Black,0.0011314751208701956,0.8627885456713906,L,Casual
343,56,Other,165,107,125,101,88,50,70,71,0.8181041683217484,High,Traditional,Blue,0.078818077242784,0.5090833066899516,XL,Traditional
344,46,Male,179,73,91,109,108,53,67,93,0.9579120757156483,High,Traditional,Green,0.7629988977119422,0.43325074269575037,XL,Traditional
345,59,Male,194,118,105,108,85,43,64,92,0.8242679859228745,High,Formal,Green,0.5845764727515071,0.37685598298410883,M,Formal
346,43,Male,172,110,103,79,104,39,55,71,0.5648414367174266,High,Sporty,White,0.038118245188491606,0.7072679186664391,XS,Sporty
347,52,Female,177,95,99,111,110,42,74,107,0.17965696583684598,Low,Casual,Black,0.4880970158728273,0.6716660572094705,XXL,Casual
348,42,Male,189,119,94,72,101,43,78,100,0.0997635577028424,Low,Traditional,Red,0.7120293570544514,0.19618060693797867,S,Traditional
349,41,Other,154,54,114,76,81,39,68,109,0.0545118899108592,High,Formal,Blue,0.8689513946008063,0.6714580313003613,L,Formal
350,30,Male,169,58,97,113,124,44,50,95,0.6665258317853837,High,Formal,Blue,0.9340364906590105,0.25243119410203996,XS,Formal
351,24,Other,189,95,70,95,84,59,50,98,0.8075362553979931,Low,Formal,Blue,0.32744056295406665,0.018558336523525565,XS,Formal
352,53,Female,193,117,118,92,139,36,62,72,0.508683950684079,Medium,Casual,Blue,0.1358324284132657,0.699208677537377,XXL,Casual
353,37,Other,150,83,114,60,106,43,52,83,0.05471417483363994,Low,Casual,Red,0.23692592073144747,0.6447936024607496,L,Casual
354,18,Other,179,72,73,74,104,45,59,94,0.5354705745913382,Low,Sporty,Red,0.7761714920402237,0.41080926237434146,S,Sporty
355,25,Male,170,47,76,72,87,38,70,70,0.9357492615245504,Low,Formal,White,0.9714842150423106,0.5256860559195061,XS,Formal
356,33,Male,169,114,118,76,134,56,52,72,0.5976131909324605,Low,Casual,Black,0.46639361736038054,0.9471691917057596,XL,Casual
357,31,Other,155,71,78,83,80,56,58,95,0.8094274884628149,Low,Formal,Red,0.30535321354778977,0.5952001809054377,XL,Formal
358,29,Male,171,46,105,117,99,56,57,87,0.8001526483917506,Medium,Traditional,White,0.42919058196003446,0.6578839353365314,L,Traditional
359,40,Female,167,82,88,67,123,36,52,78,0.9321290997806528,High,Formal,Green,0.30481314464513243,0.06391132094914109,S,Formal
360,32,Female,157,47,70,109,102,57,74,107,0.7702287656498733,High,Sporty,Black,0.2564875232071543,0.16599446067512524,L,Sporty
361,45,Male,188,60,79,86,111,40,62,92,0.7477005140130896,Medium,Casual,Red,0.5937507524071796,0.30095227641158817,XS,Casual
362,51,Female,181,84,105,104,90,48,55,90,0.23410266497064058,High,Traditional,Green,0.0157359803735444,0.5393793180281431,XL,Traditional
363,19,Male,182,46,78,82,118,35,62,70,0.05992515532108145,High,Casual,White,0.25955224866498816,0.7765908959833212,M,Casual
364,49,Other,165,85,114,105,126,52,72,90,0.5175994650538077,High,Traditional,Red,0.661382077844989,0.321240877788587,L,Traditional
365,40,Other,161,56,115,67,133,41,69,96,0.1244342079467552,Medium,Formal,Red,0.03206269630680503,0.35638243047877394,M,Formal
366,39,Female,187,79,111,67,103,35,69,75,0.9621958762779913,Medium,Formal,Green,0.08320181650893499,0.25615088517374884,M,Formal
367,42,Male,183,109,101,118,90,35,61,105,0.2899247626330286,High,Sporty,Red,0.2933961447857848,0.2546093292953059,XXL,Sporty
368,39,Male,163,99,101,85,108,35,62,97,0.8529442033842931,High,Sporty,Blue,0.8778047986089849,0.9488638458947966,XL,Sporty
369,39,Female,185,89,75,106,133,58,51,86,0.3876246252024593,High,Traditional,Red,0.7648861601652962,0.63545717961889,L,Traditional
370,59,Other,182,106,117,118,105,38,70,109,0.32319424985737744,Low,Sporty,Black,0.022156629416243523,0.15590124353994683,M,Sporty
371,23,Female,172,93,107,72,95,38,73,72,0.9351585723766211,Low,Sporty,Green,0.5017128166884919,0.7222485780842599,XS,Sporty
372,32,Other,199,69,86,98,114,52,72,81,0.363322572086224,Low,Sporty,Black,0.27468749398741676,0.722021143360029,XXL,Sporty
373,54,Male,194,67,79,96,99,45,65,108,0.39028790866313645,Medium,Sporty,White,0.648645659062063,0.666470196053705,S,Sporty
374,50,Other,151,68,119,108,125,35,72,81,0.10609177961290917,High,Formal,Black,0.7215538825934612,0.1347204450906636,XXL,Formal
375,25,Female,190,82,96,87,82,44,55,71,0.6704466652825093,Medium,Sporty,Blue,0.8628625771292825,0.4079914834695869,S,Sporty
376,22,Male,170,72,123,84,80,43,68,91,0.2888394144775135,Medium,Formal,Blue,0.47541623710401426,0.10675633049441313,XL,Formal
377,56,Female,151,65,119,75,137,57,70,92,0.5856041678395072,Medium,Formal,Black,0.9944500885455845,0.8166205040921365,L,Formal
378,21,Female,176,98,104,114,132,38,62,99,0.5913517040532095,High,Casual,White,0.9799861072871093,0.6551721431779193,L,Casual
379,23,Other,158,62,121,61,126,40,66,74,0.719199695595767,Low,Formal,Red,0.8821667244710332,0.5072039367678184,S,Formal
380,49,Female,150,80,128,113,80,50,72,78,0.7452414861724412,High,Formal,Blue,0.5748694951580708,0.3430154765005966,XS,Formal
381,47,Other,160,89,90,77,96,36,58,90,0.5144524344015394,High,Sporty,Black,0.39800643750381504,0.1842494744944334,S,Sporty
382,52,Male,152,117,94,76,81,57,66,80,0.330991947603403,Medium,Formal,Black,0.36438631013978495,0.1064475888331079,S,Formal
383,57,Other,172,97,97,89,108,52,78,74,0.8374508948347339,Medium,Traditional,Black,0.012124750087744829,0.9692406075368996,L,Traditional
384,33,Male,175,74,116,98,99,44,51,104,0.3098656494084847,Medium,Sporty,Red,0.2491744972423665,0.19964864195602305,M,Sporty
385,30,Other,153,104,84,72,85,58,68,96,0.5075090944693315,Low,Sporty,Green,0.7188082349491646,0.05987462672138566,XS,Sporty
386,59,Female,167,76,73,91,87,58,68,71,0.40125258320372803,Low,Sporty,White,0.6036320998930665,0.9616667721824964,L,Sporty
387,47,Other,155,111,98,109,108,51,73,93,0.8550783859696881,Low,Casual,Green,0.9164221891675336,0.5489517413578271,XXL,Casual
388,36,Other,184,111,128,88,127,47,56,100,0.4319185311458288,High,Sporty,White,0.05002226691655787,0.7966567349911429,S,Sporty
389,34,Male,171,72,78,105,130,58,71,102,0.3860991888374843,Medium,Formal,White,0.1552766031773306,0.04376584719831855,M,Formal
390,36,Female,192,88,96,89,112,52,59,108,0.6898236928976375,High,Traditional,Black,0.7892437893521301,0.5669458574796546,XS,Traditional
391,45,Other,164,85,95,77,82,56,59,99,0.6024411098614427,Low,Sporty,Blue,0.3585076311953338,0.39820996411799514,XL,Sporty
392,43,Female,171,107,88,72,139,47,76,106,0.10724683349584607,Medium,Sporty,Black,0.11834533371787792,0.7719644343498835,XS,Sporty
393,54,Other,186,67,125,102,114,51,69,97,0.5081688063439632,Low,Traditional,Red,0.9964505051000891,0.03842564563905859,XS,Traditional
394,43,Other,191,119,97,80,84,39,58,100,0.7354783883332476,Medium,Sporty,White,0.7872503026693629,0.40169056856161434,S,Sporty
395,40,Female,161,92,86,89,106,45,66,80,0.9920747645913562,Medium,Casual,Blue,0.40874103675812257,0.799073419486196,S,Casual
396,26,Other,196,76,112,80,123,41,76,92,0.6291468339703191,High,Formal,White,0.8233474769461403,0.52269726463837,XL,Formal
397,29,Female,198,101,126,107,91,44,64,71,0.37029306644131776,High,Traditional,White,0.6806038701191534,0.550038740998604,XL,Traditional
398,18,Other,191,77,110,114,99,51,51,109,0.2261515998021184,Low,Traditional,Black,0.7899747595698333,0.0971646819659655,XL,Traditional
399,18,Male,187,68,111,76,124,49,79,96,0.8728302341533203,High,Casual,Blue,0.8152063775656498,0.13233055612009137,L,Casual
400,51,Female,167,83,119,99,99,52,53,104,0.8145652121135027,High,Formal,Blue,0.08472868329031791,0.6769996053657859,L,Formal
401,49,Other,194,78,89,78,88,57,68,71,0.23392282077938487,High,Casual,White,0.6229728876880957,0.6750466222899199,S,Casual
402,42,Other,184,100,114,111,118,56,66,108,0.20063209014657346,Medium,Formal,Blue,0.006785552976827591,0.9791033942522733,S,Formal
403,57,Male,179,72,109,74,83,53,54,106,0.7151367768111756,High,Casual,Blue,0.04345624630117062,0.7119529880655504,XL,Casual
404,18,Female,173,81,108,68,130,36,56,90,0.31495206191875946,Low,Sporty,Black,0.9039800090558409,0.4932434959334473,L,Sporty
405,33,Other,191,51,118,111,133,38,67,74,0.3063987983619578,Medium,Casual,Green,0.5275637213568055,0.8573278235335529,M,Casual
406,56,Male,179,112,122,69,98,37,70,90,0.15229024706765526,Medium,Traditional,Red,0.7359019858685248,0.10447298581593623,L,Traditional
407,22,Other,163,81,92,103,117,41,71,98,0.2639755197098299,High,Traditional,Green,0.838500990443146,0.4492958208962545,S,Traditional
408,39,Female,155,100,116,90,106,58,76,89,0.4275075575926496,Medium,Traditional,Blue,0.949586767564585,0.28710911092756974,L,Traditional
409,46,Other,152,109,101,112,124,52,56,107,0.7328383372724155,Low,Casual,White,0.8693528479227959,0.10463780692762559,S,Casual
